Locus	Sclero	ToxPoly
uce-7537	-3514.85	-3502.54	
uce-7538	-4295.54	-4299.67	
uce-7539	-3371.27	-3440.59	
uce-754	-1492.27	-1491.18	
uce-7540	-1404.89	-1409.70	
uce-7541	-3605.72	-3596.87	
uce-7542	-4245.23	-4229.87	
uce-7546	-4102.83	-4109.21	
uce-7548	-3657.78	-3657.92	
uce-7550	-6413.02	-6415.02	
uce-7552	-3484.53	-3470.47	
uce-7553	-3973.34	-3959.89	
uce-7554	-1616.51	-1618.38	
uce-7557	-4173.07	-4172.80	
uce-7558	-4784.84	-4780.16	
uce-7559	-1827.91	-1830.10	
uce-7560	-3320.50	-3316.87	
uce-7563	-1757.33	-1755.15	
uce-7566	-2198.59	-2202.40	
uce-7567	-942.97	-942.01	
uce-7569	-2317.78	-2315.24	
uce-7572	-1186.60	-1178.49	
uce-7574	-3640.07	-3633.66	
uce-7576	-2567.53	-2571.52	
uce-7578	-2284.27	-2277.51	
uce-7580	-4005.98	-4001.87	
uce-7581	-1381.94	-1382.32	
uce-7582	-3752.66	-3751.62	
uce-7584	-6695.46	-6704.37	
uce-7586	-4853.20	-4855.28	
uce-7587	-4125.10	-4120.07	
uce-7588	-3417.21	-3423.55	
uce-7589	-3974.27	-3985.53	
uce-759	-3657.35	-3648.22	
uce-7592	-3200.13	-3197.41	
uce-7595	-698.33	-699.28	
uce-7596	-2125.37	-2124.02	
uce-7599	-3784.85	-3765.36	
uce-76	-3914.65	-3911.33	
uce-760	-4108.28	-4098.04	
uce-7602	-1713.52	-1714.04	
uce-7605	-1557.31	-1560.50	
uce-7606	-4194.68	-4223.00	
uce-7607	-2097.96	-2097.63	
uce-7608	-5496.34	-5486.63	
uce-7609	-3734.19	-3735.11	
uce-761	-2562.22	-2545.41	
uce-7610	-2853.09	-2838.59	
uce-7611	-3483.59	-3463.35	
uce-7613	-4922.28	-4934.61	
uce-7614	-2760.46	-2758.25	
uce-7615	-3092.02	-3080.62	
uce-7616	-2000.18	-1989.69	
uce-7617	-3055.14	-3039.44	
uce-762	-3815.51	-3834.82	
uce-7620	-2865.54	-2863.20	
uce-7621	-1482.92	-1475.42	
uce-7622	-3381.98	-3372.92	
uce-7623	-4451.41	-4432.94	
uce-7624	-1240.89	-1237.79	
uce-7627	-4178.52	-4177.54	
uce-7628	-3389.36	-3384.88	
uce-7629	-4277.17	-4265.98	
uce-7630	-5358.79	-5355.94	
uce-7631	-2865.08	-2865.04	
uce-7632	-4911.39	-4909.69	
uce-7633	-4712.93	-4701.06	
uce-7636	-2400.26	-2401.81	
uce-7637	-5514.58	-5528.47	
uce-7638	-2568.08	-2568.89	
uce-764	-3505.87	-3500.43	
uce-7640	-2239.39	-2234.05	
uce-7641	-3899.27	-3894.31	
uce-7642	-3798.50	-3794.41	
uce-7643	-5458.53	-5469.15	
uce-7646	-4815.31	-4807.39	
uce-7647	-3644.61	-3630.02	
uce-7648	-2759.30	-2765.98	
uce-7649	-3135.88	-3134.97	
uce-765	-3100.05	-3084.75	
uce-7650	-5232.92	-5221.86	
uce-7651	-4430.03	-4419.13	
uce-7652	-4312.05	-4310.05	
uce-7653	-3243.98	-3240.06	
uce-7654	-4684.37	-4672.26	
uce-7656	-3814.32	-3819.20	
uce-7657	-3807.32	-3785.09	
uce-7658	-2155.18	-2156.05	
uce-7659	-3066.19	-3062.24	
uce-7661	-2324.32	-2319.14	
uce-7662	-1615.68	-1627.08	
uce-7665	-4139.27	-4124.42	
uce-7666	-2824.80	-2819.61	
uce-7667	-2704.65	-2717.43	
uce-7668	-1287.84	-1294.59	
uce-7669	-3792.53	-3785.30	
uce-767	-4272.95	-4264.72	
uce-7673	-4719.71	-4709.21	
uce-7676	-3179.13	-3175.63	
uce-7678	-4736.34	-4736.41	
uce-7679	-3737.43	-3723.22	
uce-7682	-3240.64	-3229.81	
uce-7684	-3861.76	-3835.19	
uce-7685	-4982.48	-4987.51	
uce-7686	-2677.39	-2659.24	
uce-7688	-2249.18	-2238.50	
uce-7689	-3586.29	-3572.50	
uce-7690	-4635.78	-4630.67	
uce-7691	-5035.66	-5030.65	
uce-7692	-5820.81	-5820.08	
uce-7694	-2860.70	-2862.39	
uce-7695	-2893.20	-2881.72	
uce-7697	-2808.78	-2815.25	
uce-7699	-2694.92	-2682.25	
uce-77	-3076.46	-3078.32	
uce-7700	-5166.77	-5171.08	
uce-7701	-3681.64	-3680.86	
uce-7703	-6135.64	-6125.29	
uce-7704	-5071.93	-5071.24	
uce-7706	-2104.05	-2107.30	
uce-7707	-4453.45	-4461.87	
uce-7708	-2914.30	-2914.76	
uce-7709	-2492.59	-2500.84	
uce-771	-5831.21	-5820.58	
uce-7710	-5217.18	-5210.93	
uce-7712	-3435.28	-3416.26	
uce-7713	-4985.68	-4981.78	
uce-7715	-1474.70	-1480.51	
uce-7716	-1388.05	-1380.69	
uce-7719	-3269.97	-3259.38	
uce-772	-4535.04	-4537.56	
uce-7721	-4387.37	-4380.48	
uce-7724	-4227.44	-4221.89	
uce-7725	-1669.18	-1653.07	
uce-7726	-2174.70	-2172.15	
uce-7727	-4103.08	-4097.55	
uce-7729	-3170.05	-3168.15	
uce-773	-3426.89	-3409.19	
uce-7732	-5146.99	-5142.99	
uce-7733	-2362.05	-2363.16	
uce-7734	-1701.98	-1701.71	
uce-7735	-2633.39	-2618.18	
uce-7738	-1664.98	-1663.94	
uce-7739	-7013.75	-7012.59	
uce-774	-4069.38	-4067.15	
uce-7740	-6348.41	-6350.94	
uce-7741	-3317.98	-3312.24	
uce-7746	-2240.99	-2226.81	
uce-7747	-2923.62	-2914.16	
uce-7748	-2244.46	-2248.16	
uce-7751	-1597.60	-1588.21	
uce-7752	-2915.05	-2905.10	
uce-7753	-3525.31	-3521.94	
uce-7755	-3296.27	-3300.28	
uce-7756	-6059.56	-6046.11	
uce-7757	-2821.45	-2818.08	
uce-7758	-1877.52	-1878.52	
uce-7761	-1050.46	-1044.20	
uce-7763	-3855.57	-3834.50	
uce-7764	-4595.51	-4607.67	
uce-777	-2761.15	-2757.82	
uce-7772	-3003.15	-3005.77	
uce-7774	-5705.20	-5716.66	
uce-7776	-1513.84	-1515.19	
uce-7778	-3312.15	-3311.79	
uce-778	-3618.86	-3630.26	
uce-7783	-2205.74	-2201.46	
uce-7785	-2885.48	-2870.85	
uce-7786	-3926.69	-3920.91	
uce-7787	-2854.26	-2840.90	
uce-7788	-3404.38	-3398.82	
uce-7789	-4299.27	-4296.11	
uce-7790	-2979.39	-2972.48	
uce-7792	-2919.35	-2913.48	
uce-7797	-2983.27	-2965.49	
uce-7799	-5068.23	-5059.48	
uce-780	-2408.98	-2408.49	
uce-7801	-4335.28	-4327.14	
uce-7803	-4565.20	-4566.11	
uce-7804	-4353.82	-4343.61	
uce-7806	-1257.02	-1256.55	
uce-7807	-3353.30	-3355.73	
uce-7811	-4948.97	-4946.47	
uce-7816	-2955.76	-2953.97	
uce-7817	-3290.73	-3290.90	
uce-7819	-3556.38	-3547.97	
uce-7820	-2601.14	-2589.79	
uce-7822	-2093.67	-2092.90	
uce-7823	-4889.86	-4877.46	
uce-7824	-5413.57	-5411.66	
uce-7829	-4259.51	-4246.55	
uce-783	-4043.37	-4039.73	
uce-7831	-1527.04	-1532.34	
uce-7832	-2294.17	-2289.57	
uce-7833	-3479.12	-3480.29	
uce-7836	-3709.97	-3706.35	
uce-784	-4447.61	-4437.41	
uce-7840	-5465.28	-5471.13	
uce-7841	-3016.67	-3006.44	
uce-7842	-2482.96	-2479.24	
uce-7843	-3410.63	-3406.11	
uce-7844	-1994.10	-1988.99	
uce-7845	-4135.97	-4130.89	
uce-7847	-3017.74	-2997.81	
uce-7848	-3401.94	-3391.61	
uce-7849	-5015.35	-5007.01	
uce-785	-4207.24	-4203.37	
uce-7850	-1959.02	-1946.51	
uce-7852	-3413.79	-3418.70	
uce-7854	-2316.04	-2319.88	
uce-7857	-4570.91	-4568.50	
uce-7858	-3571.49	-3559.92	
uce-7859	-4809.00	-4803.69	
uce-786	-1880.63	-1876.55	
uce-7862	-3967.19	-3957.98	
uce-7864	-3427.64	-3408.78	
uce-7865	-3462.99	-3466.05	
uce-7866	-2591.02	-2592.45	
uce-7867	-3402.12	-3398.23	
uce-7869	-4900.27	-4897.43	
uce-7871	-3896.76	-3890.61	
uce-7872	-5014.10	-4998.90	
uce-7876	-2565.05	-2560.66	
uce-7877	-2278.23	-2280.27	
uce-7878	-4111.85	-4118.69	
uce-788	-4080.10	-4072.58	
uce-7882	-2329.59	-2327.89	
uce-7884	-4188.17	-4179.96	
uce-7885	-1596.03	-1592.81	
uce-7886	-1762.06	-1764.43	
uce-7887	-4625.13	-4610.47	
uce-7888	-4712.35	-4709.08	
uce-7889	-3070.04	-3060.48	
uce-7890	-5301.46	-5298.54	
uce-7892	-2140.89	-2162.57	
uce-7895	-3187.42	-3182.28	
uce-7897	-5679.88	-5667.66	
uce-7898	-4309.32	-4296.99	
uce-790	-2998.45	-2995.77	
uce-7902	-2314.58	-2316.68	
uce-7903	-4824.57	-4812.87	
uce-7904	-4286.95	-4270.34	
uce-7906	-4057.39	-4048.19	
uce-7907	-3286.58	-3265.59	
uce-7908	-2231.69	-2231.50	
uce-7909	-2719.33	-2716.82	
uce-791	-5123.29	-5121.28	
uce-7910	-3143.59	-3131.74	
uce-7912	-3667.49	-3664.07	
uce-7913	-3483.47	-3475.71	
uce-7917	-3470.14	-3464.07	
uce-7919	-3810.28	-3801.75	
uce-7920	-3707.70	-3697.56	
uce-7923	-6155.44	-6119.19	
uce-7924	-5074.61	-5077.64	
uce-7926	-1915.56	-1916.37	
uce-7928	-5505.28	-5497.08	
uce-7929	-4957.35	-4950.07	
uce-793	-2535.44	-2521.39	
uce-7930	-1928.22	-1928.58	
uce-7934	-2615.17	-2612.86	
uce-7939	-3400.21	-3402.39	
uce-794	-3597.09	-3590.75	
uce-7940	-1848.60	-1833.61	
uce-7941	-3502.65	-3513.04	
uce-7943	-3729.74	-3725.00	
uce-7946	-4537.60	-4534.16	
uce-7947	-4436.22	-4439.02	
uce-7948	-3708.16	-3710.24	
uce-7949	-4822.29	-4805.97	
uce-7950	-4271.89	-4264.72	
uce-7951	-2230.14	-2268.14	
uce-7955	-4881.39	-4873.51	
uce-7956	-1926.31	-1927.55	
uce-7957	-912.90	-913.29	
uce-7958	-4623.96	-4609.48	
uce-7959	-2030.55	-2025.16	
uce-7960	-3366.05	-3353.95	
uce-7961	-2304.46	-2304.93	
uce-7962	-5575.42	-5571.71	
uce-7963	-2075.71	-2068.58	
uce-7965	-4801.80	-4795.24	
uce-7967	-6751.37	-6756.32	
uce-7968	-5303.10	-5305.83	
uce-7969	-4934.30	-4955.25	
uce-7970	-4434.67	-4427.17	
uce-7971	-4876.24	-4868.91	
uce-7972	-4420.00	-4416.16	
uce-7975	-1961.56	-1961.19	
uce-7977	-1792.75	-1784.93	
uce-7978	-5926.80	-5912.88	
uce-7979	-3069.21	-3064.74	
uce-7981	-5334.06	-5328.33	
uce-7982	-3060.18	-3064.83	
uce-7983	-2368.87	-2358.68	
uce-7984	-3596.47	-3597.02	
uce-7985	-5987.95	-5976.84	
uce-7987	-4120.95	-4119.47	
uce-7988	-3744.54	-3724.35	
uce-799	-3865.41	-3859.27	
uce-7990	-2674.38	-2671.35	
uce-7991	-3148.66	-3141.71	
uce-7992	-4812.06	-4799.70	
uce-7994	-6200.56	-6179.07	
uce-7996	-2133.61	-2128.64	
uce-7997	-2110.29	-2105.02	
uce-7999	-1800.75	-1798.88	
uce-80	-3225.65	-3226.09	
uce-800	-3450.27	-3449.31	
uce-8002	-1564.40	-1563.85	
uce-8005	-5301.79	-5304.93	
uce-8006	-2854.68	-2850.68	
uce-8009	-4062.79	-4032.33	
uce-8010	-3086.81	-3085.21	
uce-8011	-2687.50	-2684.62	
uce-8012	-3767.69	-3773.91	
uce-8014	-3487.80	-3474.96	
uce-8016	-3163.32	-3161.73	
uce-8017	-1276.34	-1269.69	
uce-802	-4087.76	-4086.53	
uce-8026	-3957.54	-3947.87	
uce-8029	-3919.79	-3916.68	
uce-803	-2635.68	-2634.66	
uce-8030	-3997.63	-3999.30	
uce-8031	-788.04	-774.03	
uce-8032	-2422.41	-2410.63	
uce-8033	-2585.25	-2583.34	
uce-8035	-4166.44	-4160.74	
uce-8036	-1949.57	-1957.83	
uce-8037	-3300.13	-3298.35	
uce-8043	-3652.16	-3651.83	
uce-8044	-2991.45	-2985.45	
uce-8045	-2404.52	-2382.66	
uce-8046	-2735.40	-2736.04	
uce-805	-3645.60	-3643.81	
uce-81	-4342.53	-4344.62	
uce-810	-3645.57	-3644.88	
uce-812	-3335.08	-3326.30	
uce-813	-2938.48	-2933.52	
uce-814	-1922.52	-1922.37	
uce-816	-3799.76	-3785.31	
uce-818	-4499.46	-4499.50	
uce-819	-2763.78	-2747.85	
uce-82	-2815.13	-2811.24	
uce-823	-2711.78	-2702.82	
uce-824	-1158.13	-1162.15	
uce-825	-2073.96	-2067.24	
uce-826	-1998.47	-1994.01	
uce-827	-5027.54	-5019.72	
uce-828	-2123.39	-2128.69	
uce-83	-4151.98	-4136.23	
uce-831	-4516.83	-4513.71	
uce-833	-3836.20	-3805.64	
uce-834	-4235.43	-4225.25	
uce-836	-4356.71	-4361.37	
uce-837	-2425.40	-2416.59	
uce-838	-1828.91	-1828.43	
uce-84	-3871.88	-3856.40	
uce-841	-2133.21	-2134.87	
uce-843	-5399.26	-5401.38	
uce-845	-1470.48	-1475.79	
uce-848	-3578.55	-3577.78	
uce-849	-3910.53	-3904.22	
uce-85	-1549.27	-1534.39	
uce-850	-3189.28	-3162.70	
uce-851	-3506.66	-3493.08	
uce-853	-1921.17	-1925.00	
uce-855	-4738.96	-4740.43	
uce-857	-4530.19	-4528.92	
uce-859	-3990.77	-3990.42	
uce-861	-3266.75	-3261.57	
uce-864	-1081.24	-1080.75	
uce-865	-4330.54	-4321.72	
uce-866	-5703.85	-5701.05	
uce-867	-1980.45	-1979.60	
uce-868	-3883.25	-3878.47	
uce-869	-4744.94	-4731.88	
uce-87	-1717.10	-1719.72	
uce-871	-3929.63	-3932.40	
uce-872	-2313.03	-2301.15	
uce-873	-4173.59	-4171.86	
uce-876	-3914.09	-3916.04	
uce-877	-2770.57	-2770.24	
uce-88	-4885.09	-4887.27	
uce-881	-5943.40	-5957.78	
uce-882	-3286.99	-3293.55	
uce-883	-3540.89	-3523.77	
uce-884	-2046.11	-2044.48	
uce-885	-4943.51	-4934.76	
uce-886	-2984.20	-2974.94	
uce-887	-4295.55	-4295.50	
uce-888	-4095.33	-4087.66	
uce-889	-2624.18	-2626.68	
uce-891	-4006.85	-4023.42	
uce-893	-3969.25	-3966.33	
uce-897	-2965.12	-2975.51	
uce-898	-3019.95	-3003.97	
uce-899	-4635.64	-4635.16	
uce-90	-1581.22	-1578.67	
uce-903	-4182.27	-4167.66	
uce-904	-4984.88	-4975.52	
uce-905	-2596.35	-2587.04	
uce-906	-2072.99	-2064.99	
uce-907	-3460.76	-3462.79	
uce-908	-3579.49	-3581.27	
uce-910	-2499.20	-2496.06	
uce-912	-1797.37	-1802.15	
uce-913	-3410.51	-3416.92	
uce-914	-4530.11	-4509.39	
uce-915	-6676.42	-6667.54	
uce-916	-4147.04	-4146.06	
uce-917	-1988.77	-1992.18	
uce-918	-3932.68	-3931.38	
uce-919	-4114.73	-4113.91	
uce-920	-3222.43	-3220.97	
uce-921	-3501.84	-3496.45	
uce-923	-4130.48	-4126.34	
uce-93	-1658.11	-1651.61	
uce-930	-3594.71	-3592.07	
uce-931	-5435.83	-5424.67	
uce-932	-2156.79	-2161.18	
uce-934	-3898.80	-3897.14	
uce-937	-4060.59	-4060.06	
uce-938	-3102.36	-3077.83	
uce-939	-1698.84	-1695.49	
uce-94	-1483.48	-1477.73	
uce-940	-2878.23	-2883.95	
uce-943	-2234.90	-2217.19	
uce-946	-3580.15	-3561.31	
uce-949	-2246.89	-2242.18	
uce-95	-3307.96	-3293.10	
uce-950	-3458.01	-3443.83	
uce-951	-5740.82	-5730.25	
uce-953	-3884.46	-3861.15	
uce-955	-3527.96	-3521.91	
uce-956	-4894.67	-4893.96	
uce-958	-2630.70	-2611.84	
uce-959	-2614.66	-2618.86	
uce-962	-3120.44	-3120.78	
uce-965	-3694.32	-3690.05	
uce-967	-2887.06	-2872.37	
uce-968	-1915.68	-1915.20	
uce-97	-5600.53	-5594.23	
uce-971	-5039.16	-5039.07	
uce-972	-4089.21	-4087.23	
uce-976	-2487.68	-2475.96	
uce-978	-3050.63	-3041.94	
uce-98	-3965.84	-3967.95	
uce-985	-4047.56	-4042.55	
uce-987	-3686.86	-3676.46	
uce-989	-1486.18	-1484.23	
uce-99	-2740.02	-2731.10	
uce-990	-2283.60	-2285.95	
uce-991	-4492.40	-4488.56	
uce-995	-2271.87	-2268.51	
uce-997	-2596.20	-2594.13	
uce-998	-4159.16	-4152.39	
uce-999	-3194.42	-3190.20	
